Company,Order Plant,Release Plant,Site Name,Region,OrderDate,OrderType,OrderNum,OrderLine,OrderRelNum,CustID,Name,CreditHold,PartNum,SellingReqQty,PackNum,ShipDate,TripNum,Nopol,Driver,ShipToNum,ShipToName,ShipToCity,Plant Coordinate,Cust. Coordinate,Distance KM,NP LL,NP SiteID,NP Site,Distance KM Nearest,NP Gap,EntryPerson,Created User,Status,Status SCM
SGI,SGI014,SGI014,Jakarta,Jawa,12/02/2025,TO,502237,1,1,317105,PD Kuswandari Widiastuti (Persero) Tbk,Aging Hold,CYOXGFMR0573125,54,392362,21/02/2025,SGI014-453152,AB 2650 YZ,"Garda Fujiati, S.IP",,,,"-6.2088, 106.8456","0.651062, 111.655073",929.943792,"-6.457329, 119.837513",SGI018,Tangerang,1203.11679,-273.172998,Mitra,EMP100003,Order Released,3. Order Released
SGI,SGI017,SGI017,Malang,Jawa,11/04/2025,TO,502238,1,1,295575,CV Puspita,Aging Hold,CYOXGFMR0354366,88,605977,21/04/2025,SGI017-402379,D 7727 ZZ,Prima Wulandari,2,CV Nainggolan Nurdiyanti Tbk,Yogyakarta,"-7.9797, 112.6304","-7.7956, 110.3695",251.790513,"-5.101129, 106.301157",SGI010,Denpasar,541.648032,-289.857519,Pranata,EMP100010,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI017,SGI017,Surabaya,Jawa,01/11/2025,TO,502239,1,1,658272,Perum Hastuti Iswahyudi,Credit Hold,CYOXGFMR0275599,100,556298,05/11/2025,SGI017-745703,L 8871 XY,dr. Gada Oktaviani,,,,"-7.2504, 112.7688","-1.9472, 109.238578",707.152695,"-7.296008, 119.278557",SGI015,Denpasar,1262.724012,-555.571317,Daliono,EMP100011,Order Released,3. Order Released
SIG,SIG006,SIG006,Samarinda,Kalimantan,02/06/2025,SO,502240,1,1,709959,PT Novitasari,No Hold,CYOXGFMR0395237,78,974790,09/06/2025,SIG006-127620,D 4334 ZZ,drg. Yuliana Wasita,,,,"-0.5022, 117.1536","-7.061497, 116.278718",734.529846,"1.339822, 107.70598",SIG020,Gorontalo,1332.342213,-597.812367,Mitra,EMP100003,Shipped,6. Shipped
SIG,SIG018,SIG018,Yogyakarta,Jawa,01/08/2025,TO,502241,1,1,755271,PD Puspasari Tbk,No Hold,CYOXGFMR0166212,89,556376,10/08/2025,SIG018-158672,AB 4021 YZ,Wani Sirait,,,,"-7.7956, 110.3695","-0.550078, 111.071744",808.021614,"-1.033084, 111.688285",SIG001,Kendari,86.93631,721.085304,Harto,EMP100013,Shipped,6. Shipped
SGI,SGI002,SGI002,Yogyakarta,Jawa,22/09/2025,SO,502242,1,1,281764,PT Permata,Aging Hold,CYOXGFMR0231790,90,692152,23/09/2025,SGI002-446021,D 1878 XY,Julia Nasyiah,6,PT Mangunsong,Malang,"-7.7956, 110.3695","-7.9797, 112.6304",251.790513,"-1.523539, 111.201212",SGI009,Makassar,733.982727,-482.192214,Cahyo,EMP100014,Credit/Aging Hold,2. Credit/Aging Hold
SIG,SIG018,SIG018,Yogyakarta,Jawa,24/12/2025,TO,502243,1,1,528011,PD Suwarno (Persero) Tbk,No Hold,CYOXGFMR0868675,56,304617,30/12/2025,SIG018-344459,D 5339 ZZ,Soleh Mansur,9,PD Prasetya,Jakarta,"-7.7956, 110.3695","-6.2088, 106.8456",428.980257,"-6.740886, 116.465258",SIG013,Yogyakarta,1069.414182,-640.433925,Ayu,EMP100008,Shipped,6. Shipped
SGI,SGI001,SGI001,Palembang,Sumatra,19/01/2025,TO,502244,1,1,994175,PT Saragih,Credit Hold,CYOXGFMR0460834,22,911814,27/01/2025,SGI001-779501,L 7411 ZZ,"Capa Uyainah, S.Farm",,,,"-2.9909, 104.7566","-2.679405, 115.38709",1180.490883,"-1.882316, 113.651419",SGI015,Kupang,212.004339,968.486544,Lukman,EMP100001,Ready to Deliver,5. Ready to Deliver
SIG,SIG012,SIG012,Makassar,Sulawesi,17/11/2025,SO,502245,1,1,713170,CV Suartini Hardiansyah (Persero) Tbk,Credit Hold,CYOXGFMR0237844,60,998873,23/11/2025,SIG012-884901,D 5473 XY,R. Janet Anggraini,,,,"-5.1477, 119.4327","0.837619, 116.425862",743.493873,"0.493299, 108.952152",SIG014,Denpasar,830.461707,-86.967834,Cahyo,EMP100014,Allocated,4. Allocated
SGI,SGI012,SGI012,Medan,Sumatra,08/12/2025,SO,502246,1,1,653534,CV Suartini,Aging Hold,CYOXGFMR0130661,84,959880,09/12/2025,SGI012-572128,AB 5760 ZZ,"Dt. Jaeman Maulana, M.TI.",,,,"3.5952, 98.6722","-5.46448, 115.264225",2098.378854,"-4.044553, 110.648932",SGI005,Pontianak,535.994691,1562.384163,Samiah,EMP100012,Ready to Deliver,5. Ready to Deliver
SGI,SGI010,SGI010,Surabaya,Jawa,23/03/2025,TO,502247,1,1,589666,PT Saptono (Persero) Tbk,Aging Hold,CYOXGFMR0932942,32,426886,01/04/2025,SGI010-591430,B 2641 XY,Karen Widodo,4,PT Ramadan Latupono,Yogyakarta,"-7.2504, 112.7688","-7.7956, 110.3695",273.111504,"-7.544762, 106.752202",SGI020,Depok,402.484335,-129.372831,Lukman,EMP100001,Allocated,4. Allocated
SIG,SIG006,SIG006,Padang,Sumatra,02/05/2025,SO,502248,1,1,165530,CV Wahyuni Tbk,Aging Hold,CYOXGFMR0011166,60,635322,05/05/2025,SIG006-750161,AB 6707 YZ,"T. Luhung Namaga, S.Ked",4,PT Wastuti Mandasari Tbk,Kupang,"-0.9471, 100.4172","-10.1772, 123.607",2770.470978,"-4.656793, 109.456344",SIG017,Tangerang,1686.016407,1084.454571,Pranata,EMP100010,Shipped,6. Shipped
SGI,SGI018,SGI018,Bandar Lampung,Sumatra,29/01/2025,TO,502249,1,1,601635,PD Hidayat Suryono (Persero) Tbk,No Hold,CYOXGFMR0179144,74,858601,02/02/2025,SGI018-754945,D 8383 ZZ,"drg. Gasti Haryanti, M.Farm",,,,"-5.3971, 105.2668","0.395493, 114.191978",1181.057427,"-2.238338, 109.342275",SGI019,Kupang,612.582138,568.475289,Irnanto,EMP100006,Allocated,4. Allocated
SGI,SGI020,SGI020,Kendari,Sulawesi,30/01/2025,TO,502250,1,1,231475,CV Megantara Pradana,Aging Hold,CYOXGFMR0294558,64,719993,02/02/2025,SGI020-824842,L 8298 XY,Mahdi Lazuardi,9,Perum Prabowo (Persero) Tbk,Bandung,"-3.9766, 122.5151","-6.9175, 107.6191",1685.372274,"0.687956, 109.189297",SGI014,Kendari,862.009683,823.362591,Pranata,EMP100010,Order Closed - Not Shipped,7. Closed
SIG,SIG015,SIG015,Bandung,Jawa,31/03/2025,SO,502251,1,1,246071,PD Halim,No Hold,CYOXGFMR0965184,13,943968,09/04/2025,SIG015-820252,B 7010 YZ,Indra Anggraini,,,,"-6.9175, 107.6191","0.912305, 116.329739",1300.080063,"1.271844, 111.442761",SIG019,Malang,543.920646,756.159417,Irnanto,EMP100006,Ready to Deliver,5. Ready to Deliver
SGI,SGI004,SGI004,Jambi,Sumatra,01/09/2025,SO,502252,1,1,406336,PD Hutagalung Puspita Tbk,Credit Hold,CYOXGFMR0002420,74,433572,09/09/2025,SGI004-616777,B 9962 YZ,Harimurti Mahendra,,,,"-1.4852, 102.4381","-5.783159, 119.184667",1919.112522,"-1.8723, 107.316905",SGI014,Palu,1387.005273,532.107249,Lukman,EMP100001,Shipped,6. Shipped
SIG,SIG016,SIG016,Bandung,Jawa,28/05/2025,SO,502253,1,1,914796,Perum Yuniar,Aging Hold,CYOXGFMR0371425,100,126308,29/05/2025,SIG016-894611,B 1229 XY,"Ir. Hasna Kurniawan, S.Gz",,,,"-6.9175, 107.6191","-2.561642, 107.179457",485.956779,"-1.504719, 106.125286",SIG018,Mataram,165.69747,320.259309,Gandewa,EMP100000,Ready to Deliver,5. Ready to Deliver
SIG,SIG009,SIG009,Depok,Jawa,24/03/2025,SO,502254,1,1,867900,Perum Setiawan Tbk,Credit Hold,CYOXGFMR0545610,68,711528,30/03/2025,SIG009-615879,B 3996 ZZ,Jasmin Pratama,,,,"-6.4025, 106.7942","-2.380161, 112.929148",814.295223,"-6.460268, 107.813238",SIG012,Surabaya,726.349035,87.946188,Pranata,EMP100010,Ready to Deliver,5. Ready to Deliver
SIG,SIG008,SIG008,Makassar,Sulawesi,04/07/2025,SO,502255,1,1,508415,PT Wibisono (Persero) Tbk,No Hold,CYOXGFMR0706425,27,780442,13/07/2025,SIG008-935689,AB 1244 XY,"Ulya Oktaviani, M.TI.",10,CV Purwanti,Palu,"-5.1477, 119.4327","-0.8917, 119.8707",474.911169,"-8.4376, 107.742874",SIG001,Pekanbaru,1585.493364,-1110.582195,Gandewa,EMP100000,Open Order,1. Open Order
SGI,SGI014,SGI014,Palembang,Sumatra,08/02/2025,SO,502256,1,1,403013,UD Tampubolon Sitorus (Persero) Tbk,Credit Hold,CYOXGFMR0580811,97,612413,15/02/2025,SGI014-271748,AB 1705 YZ,Eka Uyainah,,,,"-2.9909, 104.7566","0.065798, 110.395118",711.927138,"-0.314764, 115.597157",SGI012,Balikpapan,578.969451,132.957687,Lukman,EMP100001,Shipped,6. Shipped
SIG,SIG002,SIG002,Malang,Jawa,01/05/2025,TO,502257,1,1,511554,CV Wacana Yolanda Tbk,Aging Hold,CYOXGFMR0986872,86,213316,02/05/2025,SIG002-464072,D 2361 YZ,Hairyanto Latupono,6,Perum Iswahyudi Saptono Tbk,Bandung,"-7.9797, 112.6304","-6.9175, 107.6191",568.612596,"-1.092554, 119.690169",SIG008,Bekasi,1487.734221,-919.121625,Pranata,EMP100010,Shipped,6. Shipped
SGI,SGI003,SGI003,Yogyakarta,Jawa,05/02/2025,SO,502258,1,1,565384,PD Situmorang Kusmawati,Aging Hold,CYOXGFMR0050420,7,680796,15/02/2025,SGI003-507916,L 5237 YZ,Dalima Maheswara,,,,"-7.7956, 110.3695","-3.699412, 113.46455",569.875443,"-7.362131, 118.923873",SGI010,Bandung,729.732981,-159.857538,Wage,EMP100007,Allocated,4. Allocated
SIG,SIG019,SIG019,Bekasi,Jawa,06/12/2025,TO,502259,1,1,272854,PD Winarsih Pertiwi (Persero) Tbk,No Hold,CYOXGFMR0118317,60,795579,16/12/2025,SIG019-932678,L 1512 YZ,"Sutan Samsul Halimah, S.Pt",7,CV Yuniar Mulyani,Semarang,"-6.2416, 106.9924","-6.9667, 110.4167",388.525419,"0.09962, 116.330226",SIG007,Samarinda,1022.783304,-634.257885,Banara,EMP100005,Ready to Deliver,5. Ready to Deliver
SGI,SGI016,SGI016,Bandung,Jawa,18/12/2025,SO,502260,1,1,341049,PD Natsir (Persero) Tbk,Aging Hold,CYOXGFMR0443789,49,804757,25/12/2025,SGI016-846167,B 2004 ZZ,KH. Agus Ramadan,3,CV Sinaga Widodo,Makassar,"-6.9175, 107.6191","-5.1477, 119.4327",1325.942952,"-1.368429, 111.589277",SGI001,Gorontalo,966.415284,359.527668,Mitra,EMP100003,Shipped,6. Shipped
SIG,SIG015,SIG015,Kupang,Bali & Nusa Tenggara,12/08/2025,TO,502261,1,1,192814,PT Purwanti Narpati,Aging Hold,CYOXGFMR0532515,56,399544,19/08/2025,SIG015-866043,AB 7487 YZ,Drs. Mariadi Usada,,,,"-10.1772, 123.607","1.11855, 111.430509",1843.605771,"0.549788, 109.021958",SIG012,Palembang,274.702245,1568.903526,Endra,EMP100004,Open Order,1. Open Order
SGI,SGI007,SGI007,Yogyakarta,Jawa,05/07/2025,SO,502262,1,1,528140,PD Prasasta Mustofa Tbk,Aging Hold,CYOXGFMR0603295,85,668098,09/07/2025,SGI007-836460,B 4577 YZ,Ir. Labuh Saragih,9,CV Nasyidah Tbk,Pekanbaru,"-7.7956, 110.3695","0.5071, 101.4478",1352.796072,"0.298743, 117.719324",SGI004,Padang,1806.287238,-453.491166,Irnanto,EMP100006,Allocated,4. Allocated
SGI,SGI006,SGI006,Jambi,Sumatra,28/12/2025,SO,502263,1,1,399093,PD Hutagalung Latupono (Persero) Tbk,No Hold,CYOXGFMR0587707,89,509561,31/12/2025,SGI006-876372,B 3693 YZ,Bagiya Natsir,1,CV Prastuti Sinaga (Persero) Tbk,Tangerang,"-1.4852, 102.4381","-6.1702, 106.6415",698.663637,"-1.206291, 119.647215",SGI007,Tangerang,1545.210132,-846.546495,Cahyo,EMP100014,Shipped,6. Shipped
SGI,SGI006,SGI006,Palu,Sulawesi,23/09/2025,SO,502264,1,1,433952,CV Saefullah Tbk,No Hold,CYOXGFMR0616239,83,874726,27/09/2025,SGI006-880142,D 1450 ZZ,"Dt. Karsana Lestari, S.IP",7,Perum Simbolon Waluyo (Persero) Tbk,Bandar Lampung,"-0.8917, 119.8707","-5.3971, 105.2668",1696.42188,"-7.706338, 117.964181",SGI004,Bekasi,1432.52826,263.89362,Gandewa,EMP100000,Order Released,3. Order Released
SGI,SGI012,SGI012,Yogyakarta,Jawa,30/05/2025,TO,502265,1,1,583649,UD Rajata Sitorus Tbk,No Hold,CYOXGFMR0276208,5,349370,07/06/2025,SGI012-202996,L 5197 XY,Dr. Calista Simanjuntak,,,,"-7.7956, 110.3695","-2.999034, 112.332899",575.296905,"-1.747433, 117.673779",SGI005,Gorontalo,608.898492,-33.601587,Daliono,EMP100011,Shipped,6. Shipped
SGI,SGI015,SGI015,Jakarta,Jawa,27/11/2025,TO,502266,1,1,141563,PT Wibisono (Persero) Tbk,No Hold,CYOXGFMR0041838,42,801312,07/12/2025,SGI015-546715,AB 6468 ZZ,Wira Hidayanto,,,,"-6.2088, 106.8456","-8.034849, 111.77721",583.729464,"-2.492069, 113.474552",SGI006,Padang,643.449462,-59.719998,Mitra,EMP100003,Allocated,4. Allocated
SIG,SIG019,SIG019,Yogyakarta,Jawa,26/10/2025,SO,502267,1,1,170103,CV Melani Napitupulu,Aging Hold,CYOXGFMR0465546,40,150332,03/11/2025,SIG019-376447,D 5189 YZ,R.M. Kalim Nababan,6,UD Saragih (Persero) Tbk,Balikpapan,"-7.7956, 110.3695","-1.2654, 116.8312",1019.733468,"-8.368587, 116.57456",SIG003,Medan,788.968242,230.765226,Mitra,EMP100003,Shipped,6. Shipped
SIG,SIG003,SIG003,Samarinda,Kalimantan,13/08/2025,TO,502268,1,1,571382,Perum Situmorang Tbk,No Hold,CYOXGFMR0061437,56,804383,18/08/2025,SIG003-757675,D 1652 YZ,"KH. Marwata Sihombing, S.Gz",,,,"-0.5022, 117.1536","0.699733, 111.493543",642.275637,"-5.719423, 108.771436",SIG012,Bandar Lampung,773.944947,-131.66931,Daliono,EMP100011,Order Closed - Not Shipped,7. Closed
SGI,SGI020,SGI020,Makassar,Sulawesi,15/03/2025,SO,502269,1,1,680539,PD Nasyiah Tbk,Credit Hold,CYOXGFMR0084069,15,191265,19/03/2025,SGI020-593043,D 3535 ZZ,Gina Yuniar,,,,"-5.1477, 119.4327","1.474317, 116.689517",795.616587,"-5.424358, 112.955472",SGI020,Kendari,870.729843,-75.113256,Cahyo,EMP100014,Credit/Aging Hold,2. Credit/Aging Hold
SIG,SIG018,SIG018,Jakarta,Jawa,13/04/2025,SO,502270,1,1,352690,Perum Hariyah,Aging Hold,CYOXGFMR0352543,14,823400,17/04/2025,SIG018-467102,D 7611 ZZ,Elma Irawan,,,,"-6.2088, 106.8456","-3.266871, 109.532708",442.269177,"-5.398485, 108.219527",SIG009,Tangerang,277.904262,164.364915,Harto,EMP100013,Allocated,4. Allocated
SGI,SGI011,SGI011,Mataram,Bali & Nusa Tenggara,01/06/2025,TO,502271,1,1,554481,Perum Utami Puspita Tbk,No Hold,CYOXGFMR0009004,99,507463,07/06/2025,SGI011-429353,D 5711 XY,Dipa Kurniawan,,,,"-8.5833, 116.1167","0.208741, 109.437839",1225.568538,"-8.333211, 117.686016",SGI013,Samarinda,1318.039641,-92.471103,Wage,EMP100007,Shipped,6. Shipped
SIG,SIG019,SIG019,Medan,Sumatra,01/04/2025,SO,502272,1,1,188964,PD Putra Tbk,No Hold,CYOXGFMR0937028,67,461406,04/04/2025,SIG019-232613,D 1206 ZZ,Tira Saptono,7,PD Rahmawati Yuliarti Tbk,Kupang,"3.5952, 98.6722","-10.1772, 123.607",3161.889612,"-7.983853, 112.632967",SIG015,Jakarta,1242.209436,1919.680176,Pranata,EMP100010,Order Closed - Not Shipped,7. Closed
SIG,SIG014,SIG014,Depok,Jawa,28/04/2025,TO,502273,1,1,120283,PT Hartati Lailasari Tbk,Aging Hold,CYOXGFMR0612398,98,978759,01/05/2025,SIG014-580177,AB 3635 YZ,Irma Agustina,5,UD Fujiati Wacana (Persero) Tbk,Kendari,"-6.4025, 106.7942","-3.9766, 122.5151",1765.67367,"-4.200468, 109.82572",SIG018,Palembang,1408.740405,356.933265,Lukman,EMP100001,Ready to Deliver,5. Ready to Deliver
SIG,SIG018,SIG018,Mataram,Bali & Nusa Tenggara,27/02/2025,SO,502274,1,1,247801,CV Maryadi,Aging Hold,CYOXGFMR0637722,90,173783,07/03/2025,SIG018-953251,AB 5875 ZZ,Yulia Astuti,4,Perum Sinaga,Semarang,"-8.5833, 116.1167","-6.9667, 110.4167",657.654132,"0.054778, 108.323569",SIG003,Kendari,813.277464,-155.623332,Pranata,EMP100010,Ready to Deliver,5. Ready to Deliver
SGI,SGI009,SGI009,Mataram,Bali & Nusa Tenggara,02/07/2025,TO,502275,1,1,890779,UD Dabukke Saefullah,Credit Hold,CYOXGFMR0366626,62,403999,11/07/2025,SGI009-934066,L 8451 YZ,Ir. Malika Ramadan,,,,"-8.5833, 116.1167","-1.862785, 107.668073",1198.309713,"-4.947084, 108.109312",SGI005,Pekanbaru,345.842811,852.466902,Irnanto,EMP100006,Open Order,1. Open Order
SIG,SIG001,SIG001,Jambi,Sumatra,16/04/2025,TO,502276,1,1,900244,CV Sudiati (Persero) Tbk,Credit Hold,CYOXGFMR0584059,73,131944,19/04/2025,SIG001-949210,AB 3711 ZZ,Anastasia Pranowo,,,,"-1.4852, 102.4381","-1.789803, 113.893017",1271.945226,"-7.359683, 114.863079",SIG013,Palu,627.563253,644.381973,Gandewa,EMP100000,Order Released,3. Order Released
SIG,SIG015,SIG015,Kendari,Sulawesi,13/02/2025,TO,502277,1,1,269813,PT Rahimah Maryati (Persero) Tbk,Aging Hold,CYOXGFMR0385226,13,517874,14/02/2025,SIG015-815097,L 3463 ZZ,Yuni Mardhiyah,,,,"-3.9766, 122.5151","-3.347513, 107.335961",1686.330759,"-7.272386, 118.660146",SIG013,Palembang,1330.342215,355.988544,Gandewa,EMP100000,Allocated,4. Allocated
SGI,SGI005,SGI005,Balikpapan,Kalimantan,21/02/2025,SO,502278,1,1,626144,PT Sinaga Tbk,Aging Hold,CYOXGFMR0211737,27,840952,02/03/2025,SGI005-638479,AB 7552 XY,Samiah Hassanah,5,UD Laksmiwati Budiman,Depok,"-1.2654, 116.8312","-6.4025, 106.7942",1251.552306,"-5.075588, 113.299008",SGI005,Kendari,736.903137,514.649169,Samiah,EMP100012,Shipped,6. Shipped
SIG,SIG015,SIG015,Medan,Sumatra,27/09/2025,SO,502279,1,1,740865,PT Wijayanti Saragih Tbk,No Hold,CYOXGFMR0284524,2,389864,07/10/2025,SIG015-915180,D 7931 XY,"Vicky Aryani, S.E.",5,PT Winarno,Mataram,"3.5952, 98.6722","-8.5833, 116.1167",2361.527109,"-7.959134, 118.54762",SIG007,Makassar,278.584692,2082.942417,Cahyo,EMP100014,Shipped,6. Shipped
SGI,SGI019,SGI019,Denpasar,Bali & Nusa Tenggara,5/5/2025,SO,502280,1,1,373449,Perum Wibowo,Aging Hold,CYOXGFMR0780002,79,492299,14/05/2025,SGI019-265420,L 9901 YZ,Cagak Mayasari,5,PT Siregar,Kupang,"-8.65, 115.2167","-10.1772, 123.607",946.625538,"-7.183492, 114.402798",SGI005,Palu,1074.349353,-127.723815,Mitra,EMP100003,Shipped,6. Shipped
SGI,SGI008,SGI008,Samarinda,Kalimantan,05/03/2025,SO,502281,1,1,841364,UD Wahyudin Tbk,No Hold,CYOXGFMR0961676,77,134338,08/03/2025,SGI008-694630,AB 8665 YZ,Rahmi Januar,6,PD Hidayat Latupono,Kendari,"-0.5022, 117.1536","-3.9766, 122.5151",709.160019,"1.384842, 109.88724",SGI015,Bandung,1522.796679,-813.63666,Cahyo,EMP100014,Shipped,6. Shipped
SIG,SIG009,SIG009,Yogyakarta,Jawa,24/05/2025,TO,502282,1,1,519954,UD Sitorus (Persero) Tbk,No Hold,CYOXGFMR0465399,32,599564,25/05/2025,SIG009-438943,B 4277 YZ,Gasti Anggraini,,,,"-7.7956, 110.3695","-6.396427, 108.177668",288.638739,"-2.717417, 113.639853",SIG006,Gorontalo,731.005374,-442.366635,Wage,EMP100007,Shipped,6. Shipped
SGI,SGI004,SGI004,Medan,Sumatra,22/07/2025,SO,502283,1,1,557205,UD Anggriawan Natsir,No Hold,CYOXGFMR0923616,87,749438,23/07/2025,SGI004-817586,D 9263 XY,Rahmat Hutagalung,1,PT Mandasari,Kupang,"3.5952, 98.6722","-10.1772, 123.607",3161.889612,"-7.527323, 108.710565",SGI004,Denpasar,1679.461968,1482.427644,Endra,EMP100004,Shipped,6. Shipped
SGI,SGI014,SGI014,Mataram,Bali & Nusa Tenggara,04/02/2025,SO,502284,1,1,345323,CV Sitorus Natsir Tbk,No Hold,CYOXGFMR0617704,100,882309,06/02/2025,SGI014-716787,D 4899 ZZ,Cahyono Wibowo,8,PD Sitorus Gunawan Tbk,Palangkaraya,"-8.5833, 116.1167","-2.2096, 113.9145",748.519842,"-3.006845, 113.82358",SGI017,Banjarmasin,89.067843,659.451999,Daliono,EMP100011,Shipped,6. Shipped
SGI,SGI016,SGI016,Semarang,Jawa,11/05/2025,TO,502285,1,1,837007,CV Rajasa,Aging Hold,CYOXGFMR0531953,87,122912,19/05/2025,SGI016-416658,AB 9775 ZZ,Jail Kusumo,10,CV Pradana Sihombing,Pontianak,"-6.9667, 110.4167","0.0263, 109.3425",785.327553,"-3.516611, 111.59054",SGI001,Kupang,465.749229,319.578324,Banara,EMP100005,Order Released,3. Order Released
SIG,SIG018,SIG018,Samarinda,Kalimantan,18/05/2025,TO,502286,1,1,379196,UD Situmorang,Credit Hold,CYOXGFMR0136027,7,776755,26/05/2025,SIG018-741694,B 3251 YZ,Anggabaya Purnawati,5,PT Mardhiyah,Denpasar,"-0.5022, 117.1536","-8.65, 115.2167",929.609127,"-7.746967, 107.776929",SIG017,Padang,831.875625,97.733502,Ayu,EMP100008,Allocated,4. Allocated
SIG,SIG010,SIG010,Yogyakarta,Jawa,15/05/2025,TO,502287,1,1,602511,CV Melani Purnawati,Credit Hold,CYOXGFMR0433816,55,294576,24/05/2025,SIG010-424838,B 1438 ZZ,Elisa Winarsih,4,CV Novitasari (Persero) Tbk,Bandar Lampung,"-7.7956, 110.3695","-5.3971, 105.2668",625.850523,"-0.878581, 113.216579",SIG010,Kupang,1015.003758,-389.153235,Lukman,EMP100001,Ready to Deliver,5. Ready to Deliver
SGI,SGI003,SGI003,Kendari,Sulawesi,16/06/2025,TO,502288,1,1,923865,CV Susanti Suryatmi Tbk,Credit Hold,CYOXGFMR0623509,51,661809,21/06/2025,SGI003-460993,L 8790 ZZ,Sidiq Prakasa,8,PT Sihombing Pratama (Persero) Tbk,Pekanbaru,"-3.9766, 122.5151","0.5071, 101.4478",2390.844873,"-5.225149, 107.868954",SGI001,Kendari,955.437939,1435.406934,Cahyo,EMP100014,Shipped,6. Shipped
SIG,SIG011,SIG011,Balikpapan,Kalimantan,12/09/2025,SO,502289,1,1,814468,PD Siregar,No Hold,CYOXGFMR0145298,65,558816,19/09/2025,SIG011-763209,L 5364 ZZ,Kamidin Salahudin,3,Perum Aryani Tbk,Makassar,"-1.2654, 116.8312","-5.1477, 119.4327",518.740185,"-3.762832, 119.724743",SIG012,Denpasar,157.101186,361.638999,Daliono,EMP100011,Shipped,6. Shipped
SIG,SIG004,SIG004,Palu,Sulawesi,07/04/2025,SO,502290,1,1,988136,Perum Rahmawati Mangunsong Tbk,Aging Hold,CYOXGFMR0805469,64,609614,15/04/2025,SIG004-533613,B 7793 YZ,Harjaya Hakim,2,UD Wibowo Wacana,Semarang,"-0.8917, 119.8707","-6.9667, 110.4167",1247.374044,"-8.341601, 117.930484",SIG014,Bekasi,847.878051,399.495993,Daliono,EMP100011,Order Closed - Not Shipped,7. Closed
SGI,SGI006,SGI006,Tangerang,Jawa,29/03/2025,TO,502291,1,1,431551,UD Anggraini Yolanda,No Hold,CYOXGFMR0607299,99,273992,31/03/2025,SGI006-101102,L 9412 XY,"dr. Maimunah Prastuti, S.I.Kom",8,Perum Pratiwi Tbk,Denpasar,"-6.1702, 106.6415","-8.65, 115.2167",990.848049,"-2.693394, 114.989382",SGI016,Pontianak,661.664562,329.183487,Gandewa,EMP100000,Shipped,6. Shipped
SGI,SGI002,SGI002,Palangkaraya,Kalimantan,27/01/2025,TO,502292,1,1,724556,PD Wahyudin Prayoga Tbk,Aging Hold,CYOXGFMR0141758,99,616977,31/01/2025,SGI002-180312,D 5063 ZZ,"Salimah Purnawati, M.Ak",7,CV Zulaika Yuniar (Persero) Tbk,Denpasar,"-2.2096, 113.9145","-8.65, 115.2167",729.350919,"-1.605993, 113.339535",SGI015,Manado,809.172351,-79.821432,Ayu,EMP100008,Shipped,6. Shipped
SIG,SIG019,SIG019,Tangerang,Jawa,06/06/2025,SO,502293,1,1,703379,CV Nuraini Marbun (Persero) Tbk,Credit Hold,CYOXGFMR0471736,75,975239,13/06/2025,SIG019-653638,L 7125 XY,drg. Sabrina Maryadi,8,Perum Saragih (Persero) Tbk,Padang,"-6.1702, 106.6415","-0.9471, 100.4172",901.923174,"-1.298649, 115.477296",SIG014,Medan,1672.126089,-770.202915,Pranata,EMP100010,Shipped,6. Shipped
SGI,SGI005,SGI005,Denpasar,Bali & Nusa Tenggara,10/02/2025,SO,502294,1,1,186627,PT Nasyidah,No Hold,CYOXGFMR0171986,24,423992,20/02/2025,SGI005-439677,B 7634 XY,"Tgk. Citra Damanik, M.Farm",5,CV Prasetya,Gorontalo,"-8.65, 115.2167","0.5372, 123.0615",1340.967912,"-3.735465, 118.085557",SGI007,Samarinda,728.008374,612.959538,Mitra,EMP100003,Open Order,1. Open Order
SIG,SIG013,SIG013,Pekanbaru,Sumatra,18/07/2025,SO,502295,1,1,837776,CV Dabukke,Credit Hold,CYOXGFMR0997790,73,799685,24/07/2025,SIG013-615423,D 5062 XY,Zulaikha Wijayanti,4,PT Dongoran,Tangerang,"0.5071, 101.4478","-6.1702, 106.6415",938.989515,"-2.470404, 108.944987",SIG019,Palembang,483.768303,455.221212,Banara,EMP100005,Shipped,6. Shipped
SGI,SGI006,SGI006,Yogyakarta,Jawa,26/07/2025,SO,502296,1,1,778105,PT Laksita Pratiwi,No Hold,CYOXGFMR0354663,37,482594,05/08/2025,SGI006-209927,B 6622 YZ,H. Tedi Prakasa,1,PD Pangestu Pratama (Persero) Tbk,Mataram,"-7.7956, 110.3695","-8.5833, 116.1167",643.903119,"-1.904893, 110.043299",SGI002,Yogyakarta,1002.000663,-358.097544,Cahyo,EMP100014,Allocated,4. Allocated
SGI,SGI013,SGI013,Malang,Jawa,31/01/2025,SO,502297,1,1,907894,Perum Handayani Zulaika,Credit Hold,CYOXGFMR0062258,16,792763,01/02/2025,SGI013-333116,AB 8948 XY,Limar Suwarno,,,,"-7.9797, 112.6304","-2.429817, 119.53992",983.72973,"-4.4968, 117.623128",SGI008,Padang,312.904116,670.825614,Daliono,EMP100011,Allocated,4. Allocated
